finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
620,9,2024,Australia,1631,58438356.71652471,17087375.503911823,4975.39,27313.02,35829.77113214268,29.24,19.55,109.12,5169.99,11060.49,12487.5,6402.56,8.17,AUD,0.5292,5662676.7658312395,58433077.60652471,45327.81,58393028.90652471,11424698.738080584,12742.72,43259.76,49663.46,9361.39,5498.99,58407889.28652471,58395146.566524714,46970447.82844413,2877.6,4058218
621,9,2015,Japan,1941,59711293.24120186,14909909.922328105,4871.27,21225.13,30763.159835755727,24.97,17.14,1043.58,19573.11,9434.65,2018.15,5036.43,6.26,INR,1.2778,4675394.260786105,59690676.551201865,75273.19,59636020.051201865,10234515.661542,9934.69,48129.05,23402.86,10283.48,3057.53,59649361.06120186,59639426.371201865,49404910.70965987,1454.03,2248081
622,9,2016,Japan,4148,98733951.18205823,20921724.25547814,5872.34,48969.95,23802.78475941616,21.19,16.24,279.96,7951.91,2232.0,3146.11,1379.23,6.6,JPY,0.9068,4887330.583511885,98725719.31205824,27677.67,98706273.51205823,16034393.671966255,3968.32,67388.23,33838.79,1798.68,1000.5,98709072.69205824,98705104.37205824,82670710.70009199,1746.66,3591775
623,9,2017,Japan,6392,129968679.90567912,21067923.012710586,17183.54,71241.42,20333.022513404117,16.21,8.51,230.65,11911.82,3293.15,13008.25,3488.54,4.19,EUR,0.8477,10007588.352737295,129956537.43567912,87209.9,129881470.00567912,11060334.659973292,9234.18,87724.34,45418.74,6375.0,7359.26,129895204.26567912,129885970.08567911,118825635.42570582,1899.05,4937243
624,9,2018,Japan,2714,36558196.44359144,6792512.8992192885,17461.35,74708.22,13470.227134705761,18.58,17.38,1291.4,18557.29,1541.85,16906.99,3067.41,11.64,JPY,0.9069,438698.35732309707,36538347.75359144,95090.55,36463105.89359144,6353814.541896191,11144.4,28053.41,28727.57,4777.78,7393.29,36475276.96359144,36464132.56359144,30110318.021695253,1627.56,2987882
625,9,2019,Japan,2203,113324558.21712635,15004171.50794753,19534.36,72698.66,51441.015985985636,13.24,16.51,1138.34,3540.01,3777.91,2528.91,5444.72,6.84,USD,1.4414,-3705713.0537000336,113319879.86712635,38673.56,113285884.65712635,18709884.561647564,2281.47,10852.47,55356.55,6224.36,6788.38,113298897.39712635,113296615.92712635,94586731.36547878,3995.14,4059524
626,9,2020,Japan,4640,100107009.18881883,19741102.21203507,15948.36,40692.98,21574.786463107506,19.72,5.66,675.19,15219.3,11108.04,13048.57,4212.35,9.03,GBP,0.9668,14075045.491947927,100091114.69881883,90100.58,100016908.60881883,5666056.720087145,6657.38,52164.85,13743.27,9122.06,2861.17,100028891.83881883,100022234.45881884,94356177.7387317,4339.43,2631908
627,9,2021,Japan,6446,320323452.9988716,53526048.99611145,7459.67,54220.36,49693.36844537257,16.71,8.87,899.02,17758.73,1543.29,12282.78,5805.86,5.01,JPY,1.4147,25113358.715111542,320304795.2488716,26111.71,320297341.28887165,28412690.28099991,12105.78,64111.82,46951.11,7392.1,4842.95,320309576.33887166,320297470.5588717,291884780.2778718,2005.45,3049132
628,9,2022,Japan,2053,136827170.1715761,19402092.73032949,15404.12,63714.84,66647.42823749446,14.18,14.69,534.25,9368.98,11081.4,5609.88,907.91,8.93,USD,0.624,-697818.5678750388,136817266.94157612,72936.0,136754234.1715761,20099911.29820453,1548.78,35049.62,9926.08,9755.77,2173.38,136766163.32157612,136764614.54157612,116664703.24337159,3636.08,3604297
629,9,2023,Japan,6737,167077517.0508422,11344563.407752184,6957.07,26501.34,24799.987687522964,6.79,16.52,637.27,9779.52,6002.44,6312.92,6009.17,3.33,INR,1.0675,-16256642.409046946,167067100.26084217,29764.52,167047752.53084219,27601205.81679913,4866.65,94137.28,17454.48,10847.48,3401.45,167062001.46084216,167057134.81084216,139455928.99404302,3969.52,3884290
630,9,2024,Japan,2028,33405990.023524057,8882652.747255046,8427.72,55791.28,16472.381668404367,26.59,7.85,859.65,14413.34,9348.81,19879.08,2160.78,9.0,INR,1.1045,6260282.530408408,33390717.03352406,28807.98,33377182.043524057,2622370.2168466384,12721.07,72205.67,11447.34,9129.51,7513.05,33393824.60352406,33381103.53352406,30758733.31667742,1985.72,4602240
631,10,2015,India,3594,37572756.71243455,8126987.276899593,10585.06,69474.98,10454.300699063593,21.63,11.01,1066.31,8186.75,7264.17,13462.01,1864.05,5.97,GBP,1.0921,3990226.7628605487,37563503.65243455,11108.97,37561647.742434554,4136760.5140390443,3833.88,73134.97,20107.89,11957.04,6116.53,37579721.312434554,37575887.43243455,33439126.918395508,1673.85,2977295
632,10,2016,India,3363,200226407.34983036,12434059.896424465,9899.19,47436.08,59538.033704974834,6.21,5.94,188.49,5518.48,12982.79,8475.27,2599.01,7.74,USD,1.2938,540611.2998445407,200220700.37983036,44288.07,200182119.27983037,11893448.596579924,1924.34,25708.13,15649.89,9082.16,6554.02,200197755.45983037,200195831.11983037,188302382.52325046,3520.98,4887562
633,10,2017,India,5446,166564050.79285145,38426326.51791083,14981.57,41820.06,30584.658610512568,23.07,6.15,814.67,21034.56,1429.8,14635.22,7504.84,3.92,GBP,0.8815,28182637.394150466,166542201.56285146,99933.38,166464117.41285145,10243689.123760365,11466.55,38423.97,34559.81,6545.75,5983.6,166476646.76285145,166465180.21285143,156221491.08909106,3331.28,3829529
634,10,2018,India,3265,217822768.51451355,13091148.387722263,4011.74,59342.52,66714.47733982038,6.01,19.57,589.13,16737.26,2557.55,8622.12,3025.33,8.0,USD,1.0417,-29536767.410568044,217805442.12451357,90802.82,217731965.69451356,42627915.798290305,11402.38,113589.57,50843.5,10125.19,4337.65,217746428.53451356,217735026.15451357,175107110.35622326,1031.26,1474926
635,10,2019,India,4567,169178349.5969221,21536403.90368818,19565.94,35346.28,37043.65001027416,12.73,13.09,1173.64,9015.51,5359.78,2751.25,3740.46,3.06,AUD,1.1168,-609042.0585489199,169168160.44692212,94895.66,169083453.9369221,22145445.9622371,9947.22,21382.64,41622.32,7778.53,3168.74,169094401.2069221,169084453.98692212,146939008.02468503,3180.78,3375995
636,10,2020,India,5445,163017739.62651542,40966357.96814332,4428.63,38496.77,29938.978811113942,25.13,11.06,1197.1,3856.06,11472.07,18855.05,1980.65,11.17,GBP,0.8199,22936595.965450715,163012686.46651542,51319.37,162966420.2565154,18029762.002692606,5280.09,40030.85,6768.69,4711.21,5124.5,162976255.96651542,162970975.87651542,144941213.8738228,3159.42,4025567
637,10,2021,India,4857,270700598.7991335,27421970.658352222,6151.91,29295.98,55734.11546204107,10.13,14.2,750.38,4756.36,5381.02,19166.1,6917.35,5.61,USD,0.5753,-11017514.371124733,270695092.05913347,39100.4,270661498.3991335,38439485.029476956,7987.42,100671.46,46632.81,3178.3,2495.0,270667171.6991335,270659184.2791335,232219699.24965656,3849.45,2579258
638,10,2022,India,2326,153748914.53068072,15897637.762472386,14760.9,46246.83,66100.13522385241,10.34,14.97,307.08,4878.65,14314.02,17389.67,6576.87,7.23,EUR,1.4516,-7118574.742770521,153743728.8006807,33376.8,153715537.7306807,23016212.505242907,1892.04,17760.44,5260.96,9899.51,5665.79,153731103.0306807,153729210.9906807,130712998.48543778,4613.43,3303009
639,10,2023,India,2744,43927719.369650476,2350132.9862763,15722.79,31659.41,16008.64408514959,5.35,10.19,983.69,20057.6,4724.4,2434.55,7568.76,10.24,AUD,0.9025,-2126101.6174910828,43906678.07965048,19770.9,43907948.46965048,4476234.603767383,1085.99,54712.4,6951.88,8929.7,1431.9,43918310.06965048,43917224.07965048,39440989.4758831,4818.24,1710160
640,10,2024,India,2102,134261461.5685178,36398282.23122518,18191.8,21709.85,63873.19770148326,27.11,8.04,708.57,6600.12,5959.46,7645.39,7656.54,5.71,INR,0.6824,25603660.72111635,134254152.8785178,93351.71,134168109.85851781,10794621.51010883,4694.96,55598.17,58753.71,10602.19,2513.7,134181225.74851781,134176530.78851782,123381909.27840899,3152.82,1845199
641,10,2015,USA,1150,72483602.47761613,17664253.923795052,11132.23,30703.02,63029.219545753156,24.37,14.43,957.47,24602.26,13259.09,18112.66,3890.92,10.28,USD,0.8131,7204870.086275043,72458042.74761613,43104.83,72440497.64761613,10459383.837520009,1871.06,40868.76,19862.93,7341.08,4667.49,72452506.21761613,72450635.15761612,61991251.32009611,4040.39,2811473
642,10,2016,USA,367,15987931.05861607,2860240.866386415,10084.66,58883.71,43563.84484636531,17.89,14.85,1015.03,20225.98,9217.32,10567.97,6331.28,6.78,EUR,1.0662,486033.10418192856,15966690.04861607,72272.17,15915658.88861607,2374207.7622044864,11333.32,86304.31,53762.86,7030.45,3865.72,15926555.05861607,15915221.73861607,13541013.976411583,2589.45,3413279
643,10,2017,USA,3069,140789308.83040977,31621278.763310038,11257.73,61634.12,45874.65260032902,22.46,13.52,568.27,20219.0,4611.53,8062.98,7501.58,8.07,GBP,0.7344,12586564.209438637,140768521.56040975,69247.07,140720061.76040977,19034714.5538714,2576.05,72574.34,28835.13,5793.51,959.75,140726815.02040976,140724238.97040975,121689524.41653836,2722.18,1123577
644,10,2018,USA,1055,10586667.103397988,611909.3585764037,10359.49,53177.92,10034.755548244539,5.78,15.62,667.71,21080.98,8618.55,11051.11,3597.43,9.84,USD,0.7616,-1041728.0429743619,10564918.413397986,60658.24,10526008.863397988,1653637.4015507656,14247.94,18537.15,45718.36,4366.7,7047.71,10537423.273397988,10523175.333397988,8869537.931847222,1572.95,3616127
645,10,2019,USA,5994,381314237.5915045,22154357.20406641,13489.63,66382.98,63615.98892083826,5.81,11.86,1130.58,7380.67,2919.03,18981.52,2332.06,11.91,INR,1.2683,-23069511.37428602,381305726.3415045,64724.86,381249512.7315045,45223868.57835243,7498.88,78942.13,18372.24,11900.83,4408.46,381265822.02150446,381258323.14150447,336034454.563152,3041.49,1178551
646,10,2020,USA,119,4613479.546250166,779216.6953616531,13933.6,74580.3,38768.73568277451,16.89,18.59,1100.87,5376.18,9693.73,18430.85,3660.37,3.06,USD,0.8561,-78429.15228625282,4607002.496250167,54192.07,4559287.476250166,857645.8476479059,12330.11,37950.2,44508.29,2356.61,864.24,4562508.326250167,4550178.216250166,3692532.3686022605,1723.96,2653822
647,10,2021,USA,5757,167077196.0321969,49672050.380372144,4457.96,73030.84,29021.573047107333,29.73,10.74,1009.77,14217.2,10840.44,7707.88,6899.26,4.34,INR,1.1961,31727959.526514195,167061969.0621969,27856.56,167049339.4721969,17944090.85385795,2732.2,16231.35,35134.31,8008.93,3828.16,167061176.5621969,167058444.36219692,149114353.508339,1870.42,1526145
648,10,2022,USA,2617,146928786.4318624,42712198.2157424,6687.99,39848.47,56143.97647377242,29.07,15.77,244.82,24521.49,1912.95,4301.69,7968.24,9.39,JPY,0.807,19541528.595437698,146904020.1218624,18517.41,146910269.02186242,23170669.620304704,7402.23,96381.62,6016.71,2144.87,760.81,146913174.70186242,146905772.47186244,123735102.85155773,3844.74,2852032
649,10,2023,USA,3265,106805921.79435532,25013946.88423802,7225.14,39889.1,32712.38033517774,23.42,7.7,1412.47,11345.53,12093.52,12022.48,4894.74,8.08,USD,0.8769,16789890.90607266,106793163.79435532,10672.11,106795249.68435532,8224055.978165359,14591.31,25351.69,19738.64,9933.14,5466.83,106810649.65435532,106796058.34435531,98572002.36618996,2099.48,2408807
650,10,2024,USA,3703,65366738.152167685,5673832.871608155,6068.06,29833.91,17652.373252003155,8.68,15.97,880.01,10490.31,3802.86,6340.25,4794.15,3.43,JPY,1.2943,-4765235.211293025,65355367.832167685,26326.61,65340411.542167686,10439068.08290118,10317.6,75857.13,21549.63,2871.06,2183.57,65345466.17216769,65335148.57216769,54896080.48926651,4045.49,2430054
651,10,2015,UK,3868,167990261.4062149,29515888.929071955,18258.57,49547.05,43430.781128804265,17.57,7.22,1229.47,6276.96,7671.06,15091.88,6301.45,7.53,INR,1.0643,17386992.055543244,167982754.9762149,12509.26,167977752.1462149,12128896.873528713,7168.05,108314.34,41570.65,8346.15,3369.74,167989468.03621492,167982299.9862149,155853403.1126862,1883.6,2506373
652,10,2016,UK,4065,205828368.2985716,25831460.221470736,6347.49,51052.34,50634.28494429805,12.55,19.55,1218.25,20251.91,1826.19,10664.52,3429.06,9.84,EUR,0.8019,-14407985.780900009,205806898.1385716,90060.25,205738308.0485716,40239446.002370745,1753.0,75712.25,39575.17,4332.48,3826.85,205746467.37857157,205744714.37857157,165505268.37620082,3768.32,4178634
653,10,2017,UK,5230,280823120.98586744,46981708.14093562,13081.4,48438.19,53694.66940456357,16.73,9.42,1213.83,4431.43,11204.26,4923.23,1650.14,5.2,EUR,0.8792,20528170.14406691,280817475.72586745,61822.04,280761298.9458674,26453537.99686871,1622.06,34925.35,51145.46,10263.16,7800.88,280779362.98586744,280777740.92586744,254324202.92899874,2741.55,2177691
654,10,2018,UK,4768,182454863.4515452,21128273.187688936,13467.66,53695.09,38266.540153428105,11.58,5.36,301.44,22542.37,10902.71,3984.93,7604.66,5.32,AUD,1.321,11348692.506686112,182432019.6415452,37875.2,182416988.25154522,9779580.681002824,13170.07,32483.7,32553.46,11425.26,739.88,182429153.3915452,182415983.3215452,172636402.6405424,2894.44,2025904
655,10,2019,UK,3247,216426562.5824204,16686487.975104613,19975.17,62485.67,66654.31554740388,7.71,15.59,417.0,13309.85,1767.73,5301.95,4840.04,4.21,USD,1.4798,-17054413.131494723,216412835.7324204,52833.85,216373728.7324204,33740901.10659934,7863.04,119410.97,58915.61,9060.07,5831.79,216388620.5924204,216380757.5524204,182639856.44582108,2884.15,4862989
656,10,2020,UK,134,4749100.500139674,356182.5375104756,12812.92,29203.13,35441.04850850503,7.5,17.19,1155.9,17063.66,8706.18,8294.71,3405.62,7.52,JPY,0.8092,-460187.8384635345,4730880.940139674,20059.76,4729040.740139674,816370.3759740101,1742.25,43287.72,43031.67,10371.4,4521.91,4743934.050139675,4742191.800139675,3925821.4241656647,2814.03,1712231
657,10,2021,UK,4757,176670222.44156134,22649122.517008167,10348.31,55617.13,37138.999882606964,12.82,8.78,1283.34,14103.29,11236.84,2061.24,4456.09,3.17,GBP,1.3742,7137476.986639082,176654835.81156135,94794.91,176575427.53156134,15511645.530369084,9458.69,34069.59,35474.0,5837.06,2497.95,176583762.54156134,176574303.85156134,161062658.32119226,4916.42,2775454
658,10,2022,UK,5948,124204330.76882099,20605498.4745474,17722.51,60989.14,20881.696497784294,16.59,9.79,258.94,13567.16,7720.93,2301.07,6927.74,8.23,AUD,1.0648,8445894.492279828,124190504.66882099,47484.84,124156845.92882098,12159603.982267573,6439.67,31594.68,16929.25,7422.09,7809.0,124172077.01882099,124165637.34882098,112006033.36655341,1941.41,3514567
659,10,2023,UK,346,3224107.6631481512,946920.4206666121,14390.63,37217.1,9318.230240312576,29.37,15.21,1273.78,17577.26,10216.93,7776.11,4500.0,10.83,EUR,1.3834,456533.6451017783,3205256.6231481517,91232.04,3132875.623148151,490386.7755648338,9840.4,118264.82,25894.77,6409.14,3612.0,3142896.7631481513,3133056.3631481514,2642669.5875833174,1746.03,4517330
660,10,2024,UK,5802,115182420.4340244,14017700.566820769,18547.66,42695.47,19852.192422272386,12.17,9.39,1429.15,21856.49,3800.34,3812.46,4995.52,9.44,EUR,1.0412,3202071.288065877,115159134.7940244,41228.82,115141191.6140244,10815629.278754892,6033.56,66420.74,44393.4,7387.48,3585.55,115152164.6440244,115146131.0840244,104330501.80526951,3070.24,2660008
661,10,2015,Germany,3858,206975272.16777822,46797109.037134655,14990.14,37992.92,53648.33389522504,22.61,5.35,176.6,3025.34,1229.6,3135.95,2375.53,10.92,JPY,0.5172,35723931.97615852,206972070.22777823,23699.58,206951572.5877782,11073177.060976133,8598.22,117221.4,59400.68,10231.5,2122.7,206963926.7877782,206955328.5677782,195882151.50680208,3358.49,3581540
662,10,2016,Germany,5750,80584376.94455253,23619280.882448345,13424.44,39610.24,14014.674251226526,29.31,17.32,1246.89,9369.96,14804.48,14035.56,3567.77,11.79,INR,1.1386,9662066.795651847,80573760.09455253,66087.66,80518289.28455253,13957214.086796498,3305.4,69590.07,59388.53,11163.57,3795.25,80533248.10455252,80529942.70455252,66572728.61775602,1914.27,1583706
663,10,2017,Germany,2141,85661098.92523544,15110617.850411532,18374.43,70779.09,40009.854705854945,17.64,12.8,406.11,13430.98,3356.74,5701.08,6359.52,10.51,EUR,1.3472,4145997.187981397,85647261.83523543,95276.88,85565822.04523544,10964620.662430136,11886.71,89838.51,42133.8,10300.8,7882.03,85584004.87523544,85572118.16523544,74607497.50280531,3772.76,2277320
664,10,2018,Germany,3200,154937300.77715847,30119811.271079607,12127.84,58957.25,48417.90649286202,19.44,13.51,738.02,17443.13,10784.52,13702.77,568.43,11.96,USD,1.4892,9187781.9360855,154919119.62715846,19581.13,154917719.64715847,20932029.334994107,9406.09,85739.05,25858.92,5703.04,1945.58,154925368.26715848,154915962.17715847,133983932.84216437,4359.07,2597134
665,10,2019,Germany,3773,205150982.92025274,27326110.924977664,19951.18,63896.06,54373.43835681228,13.32,17.6,414.24,17555.61,9377.78,8105.36,6617.72,6.09,EUR,1.4944,-8780462.068986822,205133013.07025272,67372.73,205083610.19025275,36106572.993964486,10746.07,90695.02,15046.47,4354.48,833.4,205088798.07025275,205078052.00025275,168971479.00628826,2277.8,2335864
666,10,2020,Germany,3071,190586463.91211697,51648931.72018371,5344.72,21052.08,62060.06639925658,27.1,11.17,1115.62,6508.21,4951.49,12214.01,2218.35,7.39,USD,1.0933,30360423.70120024,190578840.08211696,53153.25,190533310.66211697,21288508.01898347,11952.0,94327.11,29363.36,1452.46,6639.68,190541402.802117,190529450.802117,169240942.7831335,2555.82,1050576
667,10,2021,Germany,1842,43903146.20830113,4754710.734359012,10509.41,55741.45,23834.49848441972,10.83,12.33,496.92,20916.98,3861.64,10976.9,3595.94,5.51,AUD,0.902,-658547.1931245169,43881732.30830113,67187.43,43835958.77830113,5413257.927483529,11801.6,56661.04,42033.04,5256.36,2078.94,43843294.078301124,43831492.47830112,38418234.550817594,4878.07,2862120
668,10,2022,Germany,6830,269988340.955275,51243787.113311194,4721.44,45395.85,39529.77173576501,18.98,16.32,123.78,17679.28,5569.49,6293.12,4769.69,10.0,GBP,0.8983,7181689.869410314,269970537.89527506,16786.57,269971554.385275,44062097.24390088,11641.86,21314.17,30515.42,11763.95,3713.93,269987032.265275,269975390.405275,225913293.1613741,3431.85,3936881
669,10,2023,Germany,155,4439084.615389313,704926.6369238229,17185.36,70169.58,28639.255583156857,15.88,10.75,1242.26,3955.22,13184.32,19150.67,7213.73,9.69,USD,0.6073,227725.04076947185,4433887.135389313,74123.39,4364961.225389313,477201.5961543511,11944.13,109519.04,48335.77,6381.87,3935.3,4375278.395389313,4363334.265389313,3886132.6692349617,4915.71,3443863
670,10,2024,Germany,3880,223258132.90158558,63405309.7440503,10689.87,20807.58,57540.75590247051,28.4,9.91,1450.68,13401.96,6230.63,19671.46,7429.68,3.41,JPY,0.8117,41280428.77350317,223243280.26158556,27045.17,223231087.7315856,22124880.970547132,2909.49,11752.86,16707.89,6663.85,4604.09,223242355.6715856,223239446.18158558,201114565.21103844,2698.45,4853307
671,10,2015,France,4369,243229952.25907287,72482525.77320372,8289.4,63206.01,55671.767511804275,29.8,9.5,1240.69,11943.4,8587.58,17934.39,3307.51,10.69,INR,1.2329,49375680.3085918,243216768.16907287,31479.66,243198472.59907287,23106845.46461192,5219.55,37952.54,25845.89,5602.45,1866.13,243205941.17907286,243200721.62907284,220093876.16446093,3492.67,3283097
672,10,2016,France,3457,131313538.54048337,24424318.168529913,6517.16,48588.86,37984.82457057662,18.6,18.18,1183.14,14807.19,4374.5,16202.95,4484.55,6.59,INR,0.593,551516.8618700393,131297548.21048337,58889.81,131254648.73048337,23872801.306659874,3367.61,78513.96,38952.0,8854.07,4234.23,131267737.03048337,131264369.42048337,107391568.11382349,2271.4,2590068
673,10,2017,France,4236,271555386.0872574,46218726.71205121,4175.61,34274.83,64106.55951068399,17.02,10.85,1263.63,18519.26,3799.11,17099.03,4451.47,6.35,EUR,0.6899,16754967.321583789,271535603.1972574,70366.75,271485019.3372574,29463759.390467424,12737.07,85647.49,28592.45,7223.21,3751.44,271495993.98725736,271483256.91725737,242019497.52678993,2392.69,1091374
674,10,2018,France,3583,97076607.5698021,26880512.636078205,5507.39,66228.99,27093.66663963218,27.69,6.11,1016.42,9677.96,5638.1,17283.09,6052.52,3.8,GBP,1.0125,20949131.913563296,97065913.18980211,28572.52,97048035.04980211,5931380.72251491,2996.98,55385.99,36457.77,6234.65,3088.27,97057357.96980211,97054360.9898021,91122980.2672872,3188.8,3451007
675,10,2019,France,6600,306021441.30746853,64325706.96282989,19487.78,27427.23,46366.88504658614,21.02,19.06,998.14,14991.04,14534.28,15516.76,4852.85,11.89,JPY,0.5453,5998020.249626391,306005452.1274685,91398.14,305930043.16746855,58327686.7132035,3858.8,77952.05,5782.43,2086.27,4715.26,305936844.6974685,305932985.8974685,247605299.18426502,3966.75,3606469
676,10,2020,France,5898,174223934.05022833,10470858.436418721,14104.94,51778.66,29539.493735203174,6.01,11.46,1256.46,5712.18,12077.96,8078.6,6463.19,11.5,AUD,0.6781,-9495204.405737447,174216965.4102283,17473.74,174206460.31022832,19966062.842156168,3762.44,57646.03,5653.61,8376.75,4799.67,174219636.7302283,174215874.2902283,154249811.44807214,2420.88,2442041
677,10,2021,France,2585,37144244.016162805,10036374.73316719,16996.66,50218.7,14369.146621339576,27.02,19.28,108.29,10671.73,2785.78,2619.02,6903.32,7.66,USD,0.6424,2874964.486851,37133463.99616281,69022.71,37075221.306162804,7161410.24631619,1474.24,118315.24,16218.02,2981.64,1794.77,37079997.71616281,37078523.476162806,29917113.229846615,4696.37,3303682
678,10,2022,France,1087,21067252.158925064,2060377.261142871,8546.48,33583.8,19381.096742341364,9.78,9.49,1310.2,12899.0,3901.14,18583.51,3605.57,8.66,INR,1.3395,61095.03126088274,21053042.958925065,34102.34,21033149.818925064,1999282.2298819884,3572.77,94877.73,34318.28,6760.65,4502.91,21044413.378925063,21040840.608925063,19041558.379043076,4993.62,2527056
679,10,2023,France,3933,232732852.15845728,38238007.609634526,17760.0,49480.13,59174.38397113076,16.43,11.49,1249.96,15377.8,10982.54,2802.63,6066.26,6.56,JPY,0.6624,11497002.896627788,232716224.39845726,68658.98,232664193.1784573,26741004.71300674,11380.78,42036.77,5580.99,9512.24,1255.73,232674961.1484573,232663580.3684573,205922575.65545055,1092.33,4713414
680,10,2024,France,6181,76685325.51569587,6648617.722210832,10290.91,61664.5,12406.621180342318,8.67,19.69,274.15,13903.94,8196.98,3745.96,3914.13,8.72,INR,1.4602,-8450722.871829687,76671147.42569587,35163.66,76650161.85569587,15099340.594040519,5487.34,49432.04,13717.64,5668.15,6150.1,76661980.10569587,76656492.76569587,61557152.17165535,1765.82,2390930
681,10,2015,Australia,6140,307675530.10885185,83010858.02336824,9277.99,29946.08,50110.02119036675,26.98,14.76,533.55,20165.46,9830.07,19795.31,7995.78,9.06,AUD,0.9212,37597949.7793017,307654831.09885186,43293.81,307632236.29885185,45412908.24406654,13642.02,46547.36,25468.25,2334.78,2391.73,307636962.80885184,307623320.78885186,262210412.54478532,1434.87,1751547
682,10,2016,Australia,3660,49473201.453260094,6075309.138460339,9886.77,37772.11,13517.268156628441,12.28,5.02,378.94,22245.4,4665.51,8906.85,5273.31,5.05,USD,0.6943,3591754.4255066826,49450577.1132601,79000.42,49394201.03326009,2483554.7129536564,3397.71,87490.67,31584.96,9130.27,5999.71,49409331.0132601,49405933.303260095,46922378.59030644,3713.24,1392896
683,10,2017,Australia,718,8433406.632341482,532147.9585007475,19858.63,68653.29,11745.691688497885,6.31,11.13,362.57,13476.58,3131.94,15983.93,1185.15,7.01,AUD,0.5679,-406490.19967885944,8419567.482341481,29215.4,8404191.232341481,938638.1581796069,8442.8,28782.54,32404.5,3173.22,1255.82,8408620.272341482,8400177.472341482,7461539.314161874,2337.56,2168522
684,10,2018,Australia,6721,234554182.16622052,69967512.54018357,4780.02,22967.29,34898.702896328,29.83,7.82,1032.11,20066.47,5920.76,11856.94,2802.5,11.44,GBP,1.1222,51625375.49478513,234533083.5862205,46320.78,234507861.3862205,18342137.045398444,12596.49,93216.94,58452.0,10101.4,2699.18,234520661.96622053,234508065.47622052,216165928.43082207,3971.18,2812563
685,10,2019,Australia,6094,395002169.56428796,53009291.15552745,15772.38,20978.76,64818.209642974725,13.42,19.49,1139.96,5598.2,1549.63,15941.97,4657.15,3.12,EUR,1.0786,-23976631.692552276,394995431.404288,89648.44,394912521.12428796,76985922.84807973,14829.46,51676.57,19818.11,1365.19,6848.21,394920734.52428794,394905905.06428796,317919982.2162082,4380.56,3853893
686,10,2020,Australia,871,46039187.7319304,5607573.065749122,5352.94,33093.51,52857.85043849644,12.18,11.46,191.9,8899.24,8635.43,7260.08,6642.82,7.96,AUD,1.4871,331482.15166989807,46030096.5919304,13678.48,46025509.2519304,5276090.914079224,13513.47,10410.54,39741.86,11543.39,6176.44,46043229.0819304,46029715.6119304,40753624.69785117,1356.18,3373730
687,10,2021,Australia,3107,139040673.8251701,28127928.31483191,10971.74,33226.4,44750.780117531416,20.23,6.26,746.33,5566.62,9652.46,2636.9,1884.47,4.07,JPY,0.5392,19423982.133376263,139034360.87517008,74273.28,138966400.5451701,8703946.181455648,14598.08,49954.47,50102.97,1325.98,5041.0,138972767.5251701,138958169.44517007,130254223.26371443,3156.05,1800323
688,10,2022,Australia,2795,107474517.35902385,10167089.342163658,9660.01,27003.76,38452.42123757562,9.46,9.33,294.97,24066.36,1096.64,4672.69,4445.51,3.65,INR,1.2287,139716.87256673165,107450156.02902386,34562.06,107439955.29902385,10027372.469596926,3121.33,92118.41,49861.87,4471.35,7283.99,107451710.63902384,107448589.30902384,97421216.83942692,1799.98,1704710
689,10,2023,Australia,4401,92307730.61487806,17030776.298445,14635.48,54681.05,20974.26280728881,18.45,6.13,251.04,10144.73,3655.96,8538.91,1381.9,7.43,GBP,0.6736,11372312.411752976,92297334.84487805,73334.02,92234396.59487806,5658463.886692025,12501.05,34770.27,17912.85,11950.04,6024.41,92252371.04487807,92239869.99487807,86581406.10818604,1480.42,2441077
690,10,2024,Australia,179,5241952.535824202,1144318.2385704233,11053.47,49370.76,29284.651038124033,21.83,17.23,204.36,12710.68,9331.88,5711.71,7475.23,8.64,USD,0.7185,241129.8166479133,5229037.495824202,63632.06,5178320.475824202,903188.42192251,6967.5,71918.41,53811.08,1753.18,6984.9,5187058.5558242025,5180091.0558242025,4276902.633901693,3925.44,4854646
691,10,2015,Japan,5267,322782895.9160309,42639620.55050769,16631.58,27300.03,61284.01289463279,13.21,14.08,110.4,12184.28,8274.36,17923.16,5876.82,3.97,INR,1.2577,-2808211.1944694594,322770601.23603094,18429.77,322764466.1460309,45447831.74497715,5720.35,12761.44,32074.37,10505.64,7963.01,322782934.7960309,322777214.44603086,277329382.70105374,4839.74,4635793
692,10,2016,Japan,4569,237689350.13987523,47347718.54786315,16281.58,21144.81,52022.18212735286,19.92,17.68,569.9,10212.32,7047.69,12733.78,6627.61,8.34,INR,0.6426,5324241.443133213,237678567.91987523,48138.27,237641211.86987522,42023477.104729936,5579.74,115828.21,40724.82,7344.38,3780.33,237652336.57987523,237646756.83987522,195623279.73514527,2302.45,1837941
